"logFC" "logCPM" "PValue" "FDR"
"huckleberry" 8.03957153087588 10.9954490246862 6.27675450863092e-36 1.25729669562386e-31
"watercress" 7.64058361305473 9.94329250369561 2.50801767288114e-34 2.5119051002741e-30
"chestnut" 7.83597536702213 8.03093528563451 4.75190129212140e-33 2.61591587364771e-29
"rosemary" 7.70206257320136 10.1151018941948 5.22373495811035e-33 2.61591587364771e-29
"cauliflower" 7.25298260991278 10.9467492722935 9.67661366104679e-32 3.87664496488857e-28
"blackberry" 7.19033112817459 12.3114414951579 1.36069146150561e-31 4.54266844423650e-28
"cranberry" 7.25991603636703 7.37340956765636 2.28335720844128e-31 6.53398974889817e-28
"quince" 7.00115324000113 12.7620786808291 1.25849340253759e-30 3.15111016827881e-27
"watermelon" 7.09350043491426 13.9086676091618 1.44993925757025e-30 3.22708147426552e-27
"strawberry" 7.10412884206899 10.3294149971578 2.58226135150821e-30 5.17252771320610e-27
"fennel" 7.02128802639012 8.49313474906893 9.58064319477932e-30 1.74463512576931e-26
"parsley" 7.04597488578448 9.45308896191003 1.1462307876043e-29 1.91334574220847e-26
"pear" 7.62925809022743 3.33352690533838 1.51534910014707e-29 2.33491983269584e-26
"grape" 6.86721791676329 9.43288680553956 9.22372701651867e-29 1.31971768477061e-25
"elderberry" 6.66326528694563 11.0745555082031 3.78943800153474e-28 4.6672400409193e-25
"orange" 6.59651840436404 11.6248497191242 3.92565460015586e-28 4.6672400409193e-25
"turnip" 6.52470451062022 12.3928740184291 3.96101446236474e-28 4.6672400409193e-25
"raisin" 6.58965106946011 12.5283553644843 4.34385715175566e-28 4.83398903371209e-25
"papaya" 6.55121486819765 10.1647511011668 4.85344277963123e-28 5.11680591151543e-25
"mustard" 6.77359635995125 6.97546346967469 7.24438972376646e-28 7.2556185278383e-25
"fig" 6.5193720367653 11.7249779867579 8.82226163489857e-28 8.41517727660253e-25
"basil" 6.57899941621306 8.52717035080672 1.45668424899291e-27 1.32631100870804e-24
"coconut" 6.6121347695926 11.798884273831 1.81338205731038e-27 1.57929808652105e-24
"apricot" 6.5934564059765 7.6472931566021 2.22840432037097e-27 1.85988195588962e-24
"arugula" 6.78018414742045 10.4024484957272 3.00457766719983e-27 2.40738781006720e-24
"olive" 6.54960728960613 11.7200559076092 3.41942060995605e-27 2.59946279355202e-24
"currant" 6.35899627990884 11.3505141628641 3.50384381338449e-27 2.59946279355202e-24
"peach" 6.44414242878031 9.19844913529465 6.71507752201899e-27 4.80391849441294e-24
"mango" 6.3223739304477 13.0405370628853 9.0520286863878e-27 6.25245471093221e-24
"okra" 6.28545631456449 9.5288361217824 1.10193041734334e-26 7.35758939660148e-24
"blueberry" 6.33054417170537 10.4863301778888 1.97296602422882e-26 1.27485427197831e-23
"lentil" 6.31365380992796 11.5919760682851 5.46473974595868e-26 3.42075630785307e-23
"lettuce" 6.19783428758275 11.5462020151418 5.91018680826268e-26 3.58748339261545e-23
"wasabi" 6.02043231879818 14.0565993588116 1.34686134839124e-25 7.93499402047792e-23
"beet" 6.53617787145523 4.11125196922102 1.58286833775539e-25 9.05898162102236e-23
"rhubarb" 6.14135285403979 11.7923088578185 2.68512914555703e-25 1.49405060874036e-22
"pomegranate" 6.04314117490775 7.5129460204937 5.25174656512422e-25 2.84318203908117e-22
"grapefruit" 6.0247026744478 9.10760639710821 1.64041607796198e-24 8.6471511730675e-22
"onion" 5.93099091932053 9.49540914983731 2.30797969007811e-24 1.18541387620397e-21
"mushroom" 5.97584706610087 8.04421577180382 6.10845670878352e-24 3.05896240834107e-21
"clementine" 5.98447963902747 10.0725907334997 1.05135040714956e-23 5.13648780624705e-21
"tomato" 5.80523234920145 9.46862128165604 6.34974581538071e-23 3.02837520066407e-20
"chard" 5.72813251488631 10.510037954047 8.3841797554176e-23 3.90566289955279e-20
"avocado" 5.57358485802579 10.9125785430609 1.34918166483085e-22 6.14214952914246e-20
"banana" 5.63017133842845 9.63640102102804 2.99152650488444e-22 1.33162816487423e-19
"kohlrabi" 5.50756107410605 9.96055525734445 3.61792937614164e-21 1.57545094203246e-18
"asparagus" 5.31051737895763 8.51227043565963 4.72967677980365e-21 2.01574799098398e-18
"raspberry" 5.36822002474106 8.45183439396091 2.04191502820398e-20 8.52116665207373e-18
"eggplant" 5.07661690224967 10.4690517975533 1.11833187504706e-19 4.57169505899341e-17
"parsnip" 5.05282243812072 9.22627278158302 1.22679401524249e-18 4.91478218386446e-16
"GRAMD4" -2.00684410735113 4.24710749181071 4.03880016537448e-05 0.015862981590709
"MSANTD4" 1.99051859512506 5.59731973628876 5.8705617691664e-05 0.0226140813073408
"E4F1" -2.36674399654681 -1.41411878740356 9.22383696903629e-05 0.0348608827031634
"FAM179A" -1.8881306406008 6.77918996101711 0.000120384602951479 0.0446559996615015
"ARHGEF19" 1.84664679351612 6.04886892253897 0.000160669670175474 0.0585158938779078
"SEL1L2" 1.86349839504495 3.01804331169384 0.000168855576701378 0.0603990367304517
"MED12" -1.84528040884634 2.5684519707257 0.000187697993335399 0.0659610263947611
"FOXP1" -1.78549258674592 5.73916986829357 0.000215314167117414 0.0743613462332571
"LARP1B" 1.865898031891 2.41266192543296 0.000232967513393599 0.0790944450980877
"NDUFB7" -1.78232599161137 6.04198625726125 0.000281129083239843 0.0938549444396216
"TMEM30A" -1.77584488423849 3.85808894072539 0.000310862121822341 0.102079986265956
"RGS5" -1.77025793667663 5.88622644809368 0.000351842592011124 0.113673531622175
"SUV39H1" 1.71936900137834 5.78028101543769 0.000361146543715516 0.114827403447071
"HMGCL" -1.73268322160658 5.7657738662027 0.000373803306309827 0.115781910172298
"IRX2" -1.75927333429446 3.36876097480981 0.000375708859328009 0.115781910172298
"LHFPL5" 1.73496703555193 4.77153100495011 0.000404162726877018 0.122663387607175
"ANAPC15" 1.69137672791542 4.96396443456942 0.000497422627297159 0.148714517125215
"TUBA8" 1.71038355208359 2.16587130087723 0.00056455380432593 0.166302606683128
"SPP2" 1.64496282283715 6.57009529154322 0.000592617530108787 0.169635605687925
"CNKSR1" -1.7016257548386 5.03202805615411 0.000592805770962744 0.169635605687925
"TMEM100" 1.64655532037123 4.52410581947827 0.000659037821574066 0.185932205689438
"RAB2A" 1.63256017462982 4.23656311838158 0.000735232313307143 0.204547756497991
"MECR" 1.63850994474572 7.57412347447142 0.00076395418267457 0.209626934700744
"ZNF860" 1.6411848450614 4.16067890474714 0.000870777447137036 0.235710041129756
"ACO2" -1.62592517181788 6.98156542825874 0.000922367138807467 0.246345815432698
"MAML1" -1.61781655245628 3.08935226796182 0.000965381094499134 0.254441430314634
"ANKRD11" -1.59284735824048 4.11742077959431 0.000990376260170434 0.257639309967194
"PGK1" -1.59789721987951 3.18265907681987 0.00102831114463124 0.26407821202703
"CYB561D1" 1.59096015246457 5.98961417399835 0.00105494179776691 0.265352942014523
"DTNBP1" -1.57988919034812 5.96637208270304 0.00105976912591293 0.265352942014523
"AC004076.9" 1.594738578352 4.25200741209541 0.00107619716693323 0.266139573467154
"GART" 1.6370287041198 2.08062258706814 0.00115595780719646 0.282377937023809
"AC018638.1" -1.60238406615639 5.06985750757531 0.00127295754961493 0.307212200919718
"RASGRP4" -1.59279149979889 3.55496121766146 0.00130281219574113 0.310674179677269
"ANGPTL5" -1.57050804706316 4.66655546115463 0.00138040268949826 0.325304073803996
"VSTM5" -1.57877233053636 3.57280598095292 0.00143653057279599 0.334594696554378
"CHAC2" 1.52356785399673 5.78502519061657 0.00146575429390952 0.337477290359789
"DPY19L2" 1.57724133829479 4.8609536699771 0.00152316985810159 0.346711538950375
"SRF" -1.5949465283446 3.32392034875151 0.00160956025357647 0.362259566734722
"TRANK1" -1.7381242427643 -1.14313260431069 0.00163084572647091 0.36297189718821
"ABCA5" -1.53486598885376 5.20752544052702 0.00166786453225134 0.367131807093698
"MBLAC1" -1.51891584421902 2.40362309973499 0.00183423209959809 0.396875822685496
"C16orf91" -1.56746733788138 4.39140588857942 0.00184261651988174 0.396875822685496
"ICE2" -1.50553527570162 6.38270443337809 0.00194412829655296 0.411566096363788
"CTD-3105H18.14" -1.4948608249626 5.36393346972292 0.00196678782248938 0.411566096363788
"FBXO40" 1.50835119684968 7.09586808641939 0.00199222458398218 0.411566096363788
"USP17L26" 1.47803053277433 6.75248293948189 0.00199300640743285 0.411566096363788
"DPY19L1" -1.52005211918256 7.00466805098211 0.00203678890193532 0.415850186035351
"ORAI2" -1.53014092542778 3.96049289138766 0.00205527274811541 0.415850186035351
"OR56A3" -1.50533616275678 6.45987947929356 0.0020764605340776 0.415935809581084
"POLR2D" -1.46147471096215 4.03519745089755 0.0022979052709065 0.455736044371566
"GP1BA" -1.48001517490163 4.20049402086968 0.00232792854046884 0.45716408425619
"RP11-134F2.8" 1.52260374981728 3.1550018983999 0.00238454129413021 0.459445962591496
"FAM71F1" -1.49896719191528 5.77763368846529 0.00240277088226534 0.459445962591496
"MMRN2" -1.45933792949573 5.44069916448856 0.0024083583481657 0.459445962591496
"TRIM40" -1.45685273877195 3.78772422755913 0.00243440848246586 0.460034304832771
"ADAM20" 1.46594113379387 5.92756810750492 0.00248164100662499 0.464577112184161
